station_coordinates,station_name,station_type,transport_type,station_exploitant
"[48.75518504105718, 1.9430499444004297]",La Verrière,TRAIN,TRAIN N,SNCF
"[48.51004672479186, 1.5575946080058871]",Jouy,TRAIN,GL,SNCF
"[48.99033259011907, 2.0739553087324234]",Conflans-Fin-d'Oise,TRAIN,TRAIN L,SNCF
"[48.88297276689289, 2.3446670737483]",Anvers,METRO,METRO 2,RATP
"[48.85197520839108, 2.401927284511546]",Buzenval,METRO,METRO 9,RATP
"[48.89220682681276, 2.3272198679191276]",Guy Môquet,METRO,METRO 13,RATP
"[48.881624028056386, 2.37025905675539]",Jaurès,METRO,METRO 2,RATP
"[48.849575212975026, 2.298625127144873]",La Motte Picquet-Grenelle,METRO,METRO 10,RATP
"[48.88432566211362, 2.367372038565468]",Stalingrad,METRO,METRO 5,RATP
"[48.871256545007405, 2.344561060662729]",Grands Boulevards,METRO,METRO 8,RATP
"[48.871256545007405, 2.344561060662729]",Grands Boulevards,METRO,METRO 9,RATP
"[48.836295300607894, 2.2783302598660233]",Balard,METRO,METRO 8,RATP
"[48.872190907714405, 2.338857159453805]",Richelieu-Drouot,METRO,METRO 9,RATP
"[48.88355628923431, 2.3333796724221587]",Blanche,METRO,METRO 2,RATP
"[48.87209702899727, 2.408620055176989]",Adrienne Bolland,TRAMWAY,TRAM 3b,RATP
"[48.95582939299313, 2.3019910195900772]",Épinay-sur-Seine,TRAMWAY,TRAM 8,RATP
"[48.897549330864706, 2.324905585139421]",Épinettes - Pouchet,TRAMWAY,TRAM 3b,RATP
"[48.935767269300655, 2.339571144951486]",L'Ile-Saint-Denis,TRAMWAY,TRAM 1,RATP
"[48.809703996598586, 2.317449187923372]",Barbara,METRO,METRO 4,RATP
"[48.806616978432, 2.077227624843005]",Les Portes de Saint-Cyr,TRAMWAY,TRAM 13,TRANSKEO
"[48.84130814593108, 2.06145198461352]",Noisy-le-Roi,TRAMWAY,TRAM 13,TRANSKEO
"[48.91391884983228, 2.081675938422832]",Camp des Loges,TRAMWAY,TRAM 13,TRANSKEO
"[48.78858970379749, 2.252913650856855]",Hôpital Béclère,TRAMWAY,TRAM 10,RD Bièvre
"[48.78279119283812, 2.253167598310149]",Le Hameau,TRAMWAY,TRAM 10,RD Bièvre
"[48.76379364499511, 2.2727524032788207]",Théâtre La Piscine,TRAMWAY,TRAM 10,RD Bièvre
"[48.860028457267546, 2.3139151192031537]",Invalides,METRO,METRO 13,RATP
"[48.89218707551516, 2.2370180563950135]",La Défense,METRO,METRO 1,RATP
"[48.8959158352687, 2.460330069519439]",Noisy-le-Sec,TRAMWAY,TRAM 1,RATP
"[48.8298901568602, 2.2631785657004593]",Issy-Val-de-Seine,TRAMWAY,TRAM 2,RATP
"[48.90449641964034, 2.321743589558778]",Saint-Ouen,METRO,METRO 14,RATP
"[48.86558647756452, 2.3567367567949926]",Arts et Métiers,METRO,METRO 3,RATP
"[48.90378388011768, 2.3922212225351163]",Aubervilliers Pantin - Quatre Chemins,METRO,METRO 7,RATP
"[48.839445427444936, 2.396182886452632]",Daumesnil,METRO,METRO 8,RATP
"[48.84705255449363, 2.316424352050892]",Duroc,METRO,METRO 13,RATP
"[48.84750708106227, 2.3029682978173134]",Cambronne,METRO,METRO 6,RATP
"[48.86681836891563, 2.322082848676169]",Concorde,METRO,METRO 8,RATP
"[48.86869984641849, 2.3095051573378864]",Franklin D. Roosevelt,METRO,METRO 9,RATP
"[48.852504090577646, 2.2681767494233305]",Jasmin,METRO,METRO 9,RATP
"[48.87511181602157, 2.389415032035527]",Jourdain,METRO,METRO 11,RATP
"[48.89241892201138, 2.344764611738356]",Jules Joffrin,METRO,METRO 12,RATP
"[48.846151121246784, 2.3549179837074035]",Jussieu,METRO,METRO 10,RATP
"[48.89146499939834, 2.349815453218361]",Marcadet-Poissonniers,METRO,METRO 12,RATP
"[48.847934806957525, 2.264218775687729]",Michel Ange-Auteuil,METRO,METRO 10,RATP
"[48.85772541195898, 2.3105659609468447]",La Tour Maubourg,METRO,METRO 8,RATP
"[48.889674072959075, 2.338760650528742]",Lamarck-Caulaincourt,METRO,METRO 12,RATP
"[48.879634759722414, 2.327022200889502]",Liège,METRO,METRO 13,RATP
"[48.90323367785232, 2.306010915009082]",Mairie de Clichy,METRO,METRO 13,RATP
"[48.88685693056751, 2.3859131742732753]",Ourcq,METRO,METRO 5,RATP
"[48.84287127407178, 2.312447513065986]",Pasteur,METRO,METRO 12,RATP
"[48.86218374694281, 2.387835956453657]",Père Lachaise,METRO,METRO 2,RATP
"[48.883804527099414, 2.3272434105874056]",Place de Clichy,METRO,METRO 13,RATP
"[48.87694984717581, 2.3929839648173927]",Place des Fêtes,METRO,METRO 7bis,RATP
"[48.842866829748104, 2.3522247281830833]",Place Monge,METRO,METRO 7,RATP
"[48.83111265944071, 2.3297050126201837]",Mouton-Duvernet,METRO,METRO 4,RATP
"[48.876047495071, 2.337495844533764]",Notre-Dame-de-Lorette,METRO,METRO 12,RATP
"[48.8449426324914, 2.3287780268900797]",Notre-Dame-des-Champs,METRO,METRO 12,RATP
"[48.847066132217904, 2.30740224061964]",Ségur,METRO,METRO 10,RATP
"[48.85103175030478, 2.3261023128241898]",Sèvres-Babylone,METRO,METRO 10,RATP
"[48.82341162805273, 2.3255756362122453]",Porte d'Orléans,METRO,METRO 4,RATP
"[48.85548504946991, 2.270109138941893]",Ranelagh,METRO,METRO 9,RATP
"[48.838964279775986, 2.330754192086215]",Raspail,METRO,METRO 6,RATP
"[48.86673355502223, 2.352829461254394]",Réaumur Sébastopol,METRO,METRO 4,RATP
"[48.867827098792525, 2.363740437195039]",République,METRO,METRO 5,RATP
"[48.84712872130608, 2.3870252420986313]",Reuilly-Diderot,METRO,METRO 8,RATP
"[48.86394012976092, 2.2784416488331485]",Rue de la Pompe,METRO,METRO 9,RATP
"[48.87817339012215, 2.337857510381017]",Saint-Georges,METRO,METRO 12,RATP
"[48.856871378314686, 2.3150566373170878]",Varenne,METRO,METRO 13,RATP
"[48.930757003301366, 2.2841744482709228]",Les Courtilles,METRO,METRO 13,RATP
"[48.818676408977936, 2.3197403132985555]",Mairie de Montrouge,METRO,METRO 4,RATP
"[48.84232743679192, 2.3209848342668127]",Montparnasse-Bienvenüe,METRO,METRO 13,RATP
"[48.842102206274035, 2.321278562744627]",Montparnasse-Bienvenüe,METRO,METRO 6,RATP
"[48.884680972793454, 2.3426600373363513]",Funiculaire Montmartre Station Basse,VAL,FUNICULAIRE MONTMARTRE,RATP
"[48.89545467211839, 2.4253268901662546]",Bobigny-Pantin - Raymond Queneau,METRO,METRO 5,RATP
"[48.90609404931435, 2.331830837962409]",Garibaldi,METRO,METRO 13,RATP
"[48.86533531722583, 2.41669727284764]",Gallieni,METRO,METRO 3,RATP
"[48.920785968128676, 2.410598616469425]",La Courneuve 8 Mai 1945,METRO,METRO 7,RATP
"[48.822583706802426, 2.298464191958534]",Malakoff - Plateau de Vanves,METRO,METRO 13,RATP
"[48.8811921181366, 2.3643787411797477]",Louis Blanc,METRO,METRO 7bis,RATP
"[48.86229941188523, 2.441521809411031]",Mairie de Montreuil,METRO,METRO 9,RATP
"[48.87797270048515, 2.2983103737615282]",Ternes,METRO,METRO 2,RATP
"[48.86147646279582, 2.3739435082451816]",Saint-Ambroise,METRO,METRO 9,RATP
"[48.82642600994104, 2.3572456507586854]",Tolbiac,METRO,METRO 7,RATP
"[48.84698910520499, 2.317005235737245]",Duroc,METRO,METRO 10,RATP
"[48.87146657720145, 2.277083018415724]",Porte Dauphine,METRO,METRO 2,RATP
"[48.84797154056247, 2.2577446803632024]",Porte d'Auteuil,METRO,METRO 10,RATP
"[48.832736700820156, 2.4003104030250766]",Porte de Charenton,METRO,METRO 8,RATP
"[48.85787849393227, 2.380020644247982]",Voltaire,METRO,METRO 9,RATP
"[48.8271636169609, 2.3671730244778457]",Olympiades,METRO,METRO 14,RATP
"[48.9065360076329, 2.45000616631337]",Bobigny Pablo Picasso,TRAMWAY,TRAM 1,RATP
"[48.83612297925807, 2.2781191783109924]",Balard,TRAMWAY,TRAM 3a,RATP
"[48.819761266636434, 2.3640154621825222]",Porte de Choisy,TRAMWAY,TRAM 3a,RATP
"[48.81905151371675, 2.360129742015262]",Porte d'Italie,TRAMWAY,TRAM 3a,RATP
"[48.9302142113526, 2.283722557328397]",Les Courtilles,TRAMWAY,TRAM 1,RATP
"[48.84739388956154, 2.409656056404169]",Porte de Vincennes,TRAMWAY,TRAM 3b,RATP
"[48.897428734644386, 2.3865814331137187]",Porte de la Villette,TRAMWAY,TRAM 3b,RATP
"[48.84252802674902, 2.3654333833527588]",Paris Austerlitz,RER,RER C,SNCF
"[48.889560827381025, 2.3151768973047835]",Pont Cardinet,METRO,METRO 14,RATP
"[48.9132020942236, 2.3346631501197574]",Mairie de Saint-Ouen,METRO,METRO 14,RATP
"[48.82592054603682, 2.3133800873660424]",Didot,TRAMWAY,TRAM 3a,RATP
"[48.82230993200222, 2.2313231598737797]",Brimborion,TRAMWAY,TRAM 2,RATP
"[48.90727258612873, 2.516509893394615]",Gargan,TRAMWAY,TRAM 4,SNCF
"[48.90781431573521, 2.454357578777374]",Jean Rostand,TRAMWAY,TRAM 1,RATP
"[48.921804703583135, 2.5163333913072856]",L'Abbaye,TRAMWAY,TRAM 4,SNCF
"[48.85747140797585, 2.2206035600287266]",Les Coteaux,TRAMWAY,TRAM 2,RATP
"[48.84985048691461, 2.2212326832669627]",Les Milons,TRAMWAY,TRAM 2,RATP
"[48.821517521575345, 2.2513361548525705]",Les Moulineaux,TRAMWAY,TRAM 2,RATP
"[48.819500508973846, 2.3458035812044917]",Stade Charléty,TRAMWAY,TRAM 3a,RATP
"[48.820873354291656, 2.3509328780645755]",Poterne des Peupliers,TRAMWAY,TRAM 3a,RATP
"[48.931005670038964, 2.5148845658921473]",Rougemont-Chanteloup,TRAMWAY,TRAM 4,SNCF
"[48.959318143235116, 2.342053801387074]",Villetaneuse-Université,TRAMWAY,TRAM 8,RATP
"[48.93394363054387, 2.313257072955269]",Parc des Chanteraines,TRAMWAY,TRAM 1,RATP
"[48.93181399600157, 2.2886560045943893]",Le Luth,TRAMWAY,TRAM 1,RATP
"[48.896664396283754, 2.2400792520382717]",Faubourg de l'Arche,TRAMWAY,TRAM 2,RATP
"[48.89873398971862, 2.3805370354886333]",Canal Saint-Denis,TRAMWAY,TRAM 3b,RATP
"[48.89860117124407, 2.3690369493169228]",Porte d'Aubervilliers,TRAMWAY,TRAM 3b,RATP
"[48.94820812664603, 2.3574615262731293]",Guynemer,TRAMWAY,TRAM 5,RATP
"[48.80716984590088, 2.294091244318828]",Vauban,TRAMWAY,TRAM 6,RATP
"[48.794468883578155, 2.272650344658385]",Division Leclerc,TRAMWAY,TRAM 6,RATP
"[48.79882265203483, 2.3815109717362275]",Beethoven - Concorde,TRAMWAY,TRAM 9,KEOLIS
"[48.792891568372355, 2.3862066546438605]",Musée MAC VAL,TRAMWAY,TRAM 9,KEOLIS
"[48.790428593588366, 2.3882351403366826]",Mairie de Vitry,TRAMWAY,TRAM 9,KEOLIS
"[48.75210595274305, 2.416948755609277]",Christophe Colomb,TRAMWAY,TRAM 9,KEOLIS
"[48.95159838272274, 2.320755448125918]",Les Béatus,TRAMWAY,TRAM 8,RATP
"[48.91778372432124, 2.417691093337975]",Drancy-Avenir,TRAMWAY,TRAM 1,RATP
"[48.91583789194883, 2.4250098942744507]",Hôpital Avicenne,TRAMWAY,TRAM 1,RATP
"[48.78496976233004, 2.220009516856533]",Vélizy 2,TRAMWAY,TRAM 6,RATP
"[48.95667184509715, 2.343109235725379]",Pablo Neruda,TRAMWAY,TRAM 8,RATP
"[48.960005791496656, 2.3423685974925004]",Villetaneuse - Université,TRAMWAY,TRAM 11,SNCF
"[49.010044959106736, 2.570640068890432]",Parc PX,VAL,CDGVAL,Transdev
"[48.84084437122463, 2.549900487641345]",Noisy-le-Grand-Mont d'Est,RER,RER A,RATP
"[48.90598139301879, 2.2831992802228163]",Asnières-sur-Seine,TRAIN,TRAIN J,SNCF
"[48.78756672743317, 2.292988009258978]",Fontenay-aux-Roses,RER,RER B,RATP
"[48.02663600112107, 3.30278746506885]",Saint-Julien-du-Sault,TRAIN,GL,SNCF
"[49.285389401317865, 1.7849068783257747]",Gisors,TRAIN,TRAIN J,SNCF
"[48.99195703496499, 2.07539045016014]",Conflans-Fin-d'Oise,TRAIN,TRAIN J,SNCF
"[47.97372113746757, 3.3933081022992417]",Joigny,TRAIN,GL,SNCF
"[48.856228090321636, 2.3946756547920454]",Alexandre Dumas,METRO,METRO 2,RATP
"[48.87932978774786, 2.3040703912187595]",Courcelles,METRO,METRO 2,RATP
"[48.821897938499944, 2.4131329383427076]",Charenton-Écoles,METRO,METRO 8,RATP
"[48.88671096710697, 2.349559430194617]",Château Rouge,METRO,METRO 4,RATP
"[48.85928732423646, 2.3458030561895264]",Châtelet,METRO,METRO 1,RATP
"[48.87325274554992, 2.333946682528629]",Chaussée d'Antin - La Fayette,METRO,METRO 7,RATP
"[48.87280447497173, 2.3344562913768514]",Chaussée d'Antin - La Fayette,METRO,METRO 9,RATP
"[48.87447567571325, 2.322001788877925]",Saint-Augustin,METRO,METRO 9,RATP
"[48.93677678897849, 2.359366296360598]",Basilique de Saint-Denis,METRO,METRO 13,RATP
"[48.85489056594407, 2.3064034857365163]",École Militaire,METRO,METRO 8,RATP
"[48.86940219572108, 2.3538187935928794]",Strasbourg-Saint-Denis,METRO,METRO 8,RATP
"[48.87059047707668, 2.348491131078988]",Bonne Nouvelle,METRO,METRO 9,RATP
"[48.88813847667783, 2.249792769009765]",Esplanade de la Défense,METRO,METRO 1,RATP
"[48.896308469762474, 2.318804401344238]",Honoré de Balzac,TRAMWAY,TRAM 3b,RATP
"[48.80334774755022, 2.37779123068759]",Germaine Tailleferre,TRAMWAY,TRAM 9,KEOLIS
"[48.75454544300542, 2.4119002309498168]",Four-Peary,TRAMWAY,TRAM 9,KEOLIS
"[48.79900980990094, 2.0747465772642175]",Saint-Cyr,TRAMWAY,TRAM 13,TRANSKEO
"[48.90171349349432, 2.095213743835338]",Saint-Germain-en-Laye,TRAMWAY,TRAM 13,TRANSKEO
"[48.81564572798854, 2.078833468689222]",Allée Royale,TRAMWAY,TRAM 13,TRANSKEO
"[48.77983639352653, 2.251893156621531]",Parc des Sports,TRAMWAY,TRAM 10,RD Bièvre
"[48.776933610724925, 2.2501172588287335]",Noveos,TRAMWAY,TRAM 10,RD Bièvre
"[48.76677756489328, 2.254186127735796]",Vallée aux Loups,TRAMWAY,TRAM 10,RD Bièvre
"[48.93230541513496, 2.475674370833511]",Le Blanc-Mesnil,RER,RER B,SNCF
"[49.0704623625092, 2.175304209946159]",Auvers-sur-Oise,TRAIN,TRAIN H,SNCF
"[48.97605425219654, 2.33852407064514]",Deuil-Montmagny,TRAIN,TRAIN H,SNCF
"[48.53562062164871, 1.9959019903628321]",Dourdan-la-Forêt,RER,RER C,SNCF
"[48.93270621776532, 2.4547663827657757]",Drancy,RER,RER B,SNCF
"[49.02320637712827, 2.3622229810111146]",Écouen-Ézanville,TRAIN,TRAIN H,SNCF
"[48.953495202445616, 2.3023468035919636]",Épinay-sur-Seine,RER,RER C,SNCF
"[49.13600056365779, 2.2426777767781667]",Champagne-sur-Oise,TRAIN,TRAIN H,SNCF
"[49.16267057984195, 1.936928635785826]",Chars,TRAIN,TRAIN J,SNCF
"[48.48707639431202, 2.69503731516767]",Chartrettes,TRAIN,TRAIN R,SNCF
"[48.861822271863645, 2.3470126872387564]",Châtelet-Les Halles,RER,RER A,RATP
"[48.861822271863645, 2.3470126872387564]",Châtelet-Les Halles,RER,RER B,RATP
"[48.99663008973013, 2.0977739884634667]",Conflans-Sainte-Honorine,TRAIN,TRAIN J,SNCF
"[48.613427912659176, 2.472933650458743]",Corbeil-Essonnes,RER,RER D,SNCF
"[48.83828254506775, 2.187110711095018]",Garches-Marnes-la-Coquette,TRAIN,TRAIN L,SNCF
"[48.90307291417364, 2.8102482207300605]",Esbly,TRAIN,TRAIN P,SNCF
"[48.60555582544281, 2.462456492779696]",Essonnes-Robinson,RER,RER D,SNCF
"[48.998415392267766, 3.0079530557497183]",Isles-Armentières-Congis,TRAIN,TRAIN P,SNCF
"[48.7616936894725, 2.304227347551859]",La Croix-de-Berny-Fresnes,RER,RER B,RATP
"[48.94550297097257, 2.145017437654258]",Maisons-Laffitte,TRAIN,TRAIN L,SNCF
"[48.52724332052425, 2.6549902821418874]",Melun,RER,RER D,SNCF
"[49.005762535894725, 1.901781979947734]",Meulan-Hardricourt,TRAIN,TRAIN J,SNCF
"[48.97585875308649, 2.6424063023101887]",Mitry-Claye,TRAIN,TRAIN K,SNCF
"[48.695264121172805, 2.15164203862357]",La Hacquinière,RER,RER B,RATP
"[48.573807792623285, 2.479469169601777]",Le Plessis-Chenet,RER,RER D,SNCF
"[49.114783969151766, 2.210019869292197]",L'Isle-Adam-Parmain,TRAIN,TRAIN H,SNCF
"[48.88077520385858, 2.358732959087859]",Magenta,RER,RER E,SNCF
"[48.89512589040026, 2.1953639869129002]",Nanterre-Ville,RER,RER A,RATP
"[48.97402657954451, 3.2193028141920887]",Nanteuil-Saâcy,TRAIN,TRAIN P,SNCF
"[48.93871923899905, 1.8405170296579698]",Nézel-Aulnay,TRAIN,TRAIN N,SNCF
"[49.12345185311607, 1.9493326802800404]",Santeuil-le-Perchay,TRAIN,TRAIN J,SNCF
"[48.58715390622369, 2.4734903663442234]",Moulin-Galant,RER,RER D,SNCF
"[49.03398763533776, 2.128263873923672]",Saint-Ouen-l'Aumône-Liesse,RER,RER C,SNCF
"[48.93773606248046, 2.157086496469817]",Sartrouville,TRAIN,TRAIN L,SNCF
"[48.82723877447488, 2.200721257947834]",Sèvres-Ville-d'Avray,TRAIN,TRAIN L,SNCF
"[48.18093685483376, 2.736249842909681]",Souppes-Château-Landon,TRAIN,TRAIN R,SNCF
"[49.09958693826033, 2.525531713992053]",Survilliers-Fosses,RER,RER D,SNCF
"[48.64422195252243, 1.832935470348962]",Rambouillet,TRAIN,TRAIN N,SNCF
"[48.78023729617356, 2.281430595437461]",Robinson,RER,RER B,RATP
"[48.79870763435358, 2.0718470059294005]",Saint-Cyr,TRAIN,TRAIN N,SNCF
"[48.8007184629288, 2.1713898127563778]",Viroflay Rive Gauche,RER,RER C,SNCF
"[48.70661093476335, 2.4842425564350696]",Yerres,RER,RER D,SNCF
"[48.856070836610584, 2.2166014426812324]",Le Val d'Or,TRAIN,TRAIN L,SNCF
"[48.81838763862699, 2.2920618145543172]",Vanves-Malakoff,TRAIN,TRAIN N,SNCF
"[48.75883616277715, 2.193014615252485]",Vauboyen,RER,RER C,SNCF
"[48.73948720636679, 2.7588245486748937]",Tournan,RER,RER E,SNCF
"[48.77480280884466, 2.0065668690576657]",Trappes,TRAIN,TRAIN U,SNCF
"[48.98107190915443, 2.005930893068559]",Triel-sur-Seine,TRAIN,TRAIN J,SNCF
"[48.944181065040624, 2.5664480169629997]",Vert-Galant,RER,RER B,SNCF
"[49.42620159135142, 2.0885069725465346]",Beauvais,TRAIN,GL,SNCF
"[48.44525370366525, 1.7795837097232068]",Auneau,TRAIN,GL,SNCF
"[48.768352082722146, 1.5136372448870377]",Marchezais - Broué,TRAIN,TRAIN N,SNCF
"[49.21379080260569, 2.417033174921131]",Saint-Leu d’Esserent,TRAIN,TRAIN H,SNCF
"[48.977160714551644, 2.3906748809330787]",Garges-Sarcelles,TRAMWAY,TRAM 5,RATP
"[48.828880699842834, 2.377697000269359]",Bibliothèque François Mitterrand,RER,RER C,SNCF
"[48.83653643201063, 2.7089817422622766]",Bussy-Saint-Georges,RER,RER A,RATP
"[48.98500470032524, 2.2574741572503094]",Cernay,TRAIN,TRAIN H,SNCF
"[48.881759488218286, 2.357570193470876]",Gare du Nord,RER,RER D,SNCF
"[48.62333224013671, 2.451409095593274]",Le Bras-de-Fer,RER,RER D,SNCF
"[48.7082378276465, 2.462282244689791]",Montgeron-Crosne,RER,RER D,SNCF
"[48.863556143401276, 2.8825913226626185]",Villiers-Montbarbin,TRAIN,TRAIN P,SNCF
"[48.854824961790285, 2.7724281482553645]",Val d'Europe,RER,RER A,RATP
"[48.72964735491489, 2.360013412858125]",Orly 1-2-3,VAL,ORLYVAL,RATP Dev
"[49.00468746087186, 2.57058948552452]",Aéroport Charles De Gaulle 2-TGV,RER,RER B,SNCF
"[48.86546235614948, 2.272159381919414]",Avenue Henri Martin,RER,RER C,SNCF
"[48.53150198555095, 2.370518497736707]",Ballancourt,RER,RER D,SNCF
"[48.82108964968064, 2.338978472013181]",Cité Universitaire,RER,RER B,RATP
"[48.64848911165158, 2.4353305301813037]",Grand-Bourg,RER,RER D,SNCF
"[48.65484933449465, 2.39678350341544]",Grigny-Centre,RER,RER D,SNCF
"[48.87737561894523, 2.359456616944207]",Gare de l'Est,TRAIN,TRAIN P,SNCF
"[48.88092200573709, 2.3563285436701618]",Gare du Nord,TRAIN,TRAIN K,SNCF
"[48.739681041595524, 2.2876674954630727]",Les Baconnets,RER,RER B,RATP
"[48.80594060486005, 2.152993070369509]",Montreuil,TRAIN,TRAIN L,SNCF
"[48.85353289978531, 2.34528833219743]",Saint-Michel,RER,RER C,SNCF
"[48.795138178428715, 2.1351562241000215]",Versailles-Chantiers,TRAIN,TRAIN U,SNCF
"[48.795138178428715, 2.1351562241000215]",Versailles-Chantiers,TRAIN,TRAIN N,SNCF
"[48.88092200573709, 2.3563285436701618]",Gare du Nord,TRAIN,TRAIN H,SNCF
"[48.77126603718618, 2.435306339706322]",Créteil Pompadour,RER,RER D,SNCF
"[48.8751498187932, 2.2959049047131748]",Charles De Gaulle-Étoile,METRO,METRO 1,RATP
"[48.8531679839561, 2.343285978923923]",Saint-Michel,METRO,METRO 4,RATP
